id_compra,data,mes,cliente,valor_total_da_compra
1237821457467-01,2022-06-07,6,Cliente 2424,76.9
1237653497847-01,2022-06-06,6,Cliente 10024,143.2
1237821459009-01,2022-06-07,6,Cliente 10025,220.7
1237660453452-01,2022-06-06,6,Cliente 10026,180.3
1237660649406-01,2022-06-06,6,Cliente 10027,213.9
1237821812015-01,2022-06-07,6,Cliente 308,47.97
1237662914751-01,2022-06-06,6,Cliente 6237,109.8
1237822718575-01,2022-06-07,6,Cliente 10028,164.7
1237663562274-01,2022-06-06,6,Cliente 273,62.7
1237670064570-01,2022-06-06,6,Cliente 10029,123.8
1237822811382-01,2022-06-07,6,Cliente 10030,267.6
1237670766782-01,2022-06-06,6,Cliente 408,394.3
1237823124453-01,2022-06-07,6,Cliente 10031,74.0
1237671688920-01,2022-06-06,6,Cliente 10032,280.7
1237830011687-01,2022-06-07,6,Cliente 10033,152.0
1237672073960-01,2022-06-06,6,Cliente 10034,257.0
1237673218719-01,2022-06-06,6,Cliente 10035,146.6
1237831126706-01,2022-06-07,6,Cliente 10036,274.5
1237673577372-01,2022-06-06,6,Cliente 10037,76.9
1237831804771-01,2022-06-07,6,Cliente 1430,264.5
1237681630675-01,2022-06-06,6,Cliente 10009,366.5
1237681947530-01,2022-06-06,6,Cliente 10038,56.9
1237832172682-01,2022-06-07,6,Cliente 10039,257.0
1237692074869-01,2022-06-06,6,Cliente 10040,168.0
1237832433991-01,2022-06-07,6,Cliente 867,328.0
1237692281800-01,2022-06-06,6,Cliente 10041,94.6
1237832710117-01,2022-06-07,6,Cliente 10042,398.6
1237700080849-01,2022-06-06,6,Cliente 10043,109.8
1237700443798-01,2022-06-06,6,Cliente 10044,254.8
1237832927815-01,2022-06-07,6,Cliente 9853,131.6
1237700547897-01,2022-06-06,6,Cliente 10045,282.7
1237833086978-01,2022-06-07,6,Cliente 10046,262.96
1237701263521-01,2022-06-06,6,Cliente 10047,154.86
1237833168237-01,2022-06-07,6,Cliente 10048,195.8
1237701739510-01,2022-06-06,6,Cliente 10049,139.0
1237703072513-01,2022-06-06,6,Cliente 10050,257.0
1237833327612-01,2022-06-07,6,Cliente 10051,65.8
1237703565784-01,2022-06-06,6,Cliente 10052,236.3
1237833351788-01,2022-06-07,6,Cliente 10053,54.9
1237710039337-01,2022-06-07,6,Cliente 10054,49.41
1237833356386-01,2022-06-07,6,Cliente 1705,175.6
1237710561293-01,2022-06-07,6,Cliente 10055,169.0
1237833457965-01,2022-06-07,6,Cliente 6744,139.0
1237711031037-01,2022-06-07,6,Cliente 10056,150.0
1237713221712-01,2022-06-06,6,Cliente 10057,51.21
1237840137231-01,2022-06-07,6,Cliente 9942,272.7
1237713459560-01,2022-06-06,6,Cliente 10058,74.0
1237840299475-01,2022-06-07,6,Cliente 10059,301.23
1237732664105-01,2022-06-07,6,Cliente 283,284.5
1237782402700-01,2022-06-07,6,Cliente 10060,180.3
1237841984419-01,2022-06-07,6,Cliente 10061,54.9
1237783360291-01,2022-06-07,6,Cliente 10062,54.9
1237842198136-01,2022-06-07,6,Cliente 10063,189.6
1237842323042-01,2022-06-07,6,Cliente 10064,203.24
1237842665664-01,2022-06-07,6,Cliente 10063,189.6
1237842855686-01,2022-06-07,6,Cliente 10065,195.8
1237843261768-01,2022-06-07,6,Cliente 10066,338.7
1237850250484-01,2022-06-07,6,Cliente 10067,222.9
1237853384551-01,2022-06-07,6,Cliente 10068,109.8
1237860772554-01,2022-06-07,6,Cliente 10020,74.0
1237861155882-01,2022-06-07,6,Cliente 10069,164.7
1237861798984-01,2022-06-07,6,Cliente 10070,330.5
1237861820616-01,2022-06-07,6,Cliente 2749,33.7
1237863551930-01,2022-06-07,6,Cliente 10020,74.0
1237870425704-01,2022-06-07,6,Cliente 10071,54.9
1237870895383-01,2022-06-07,6,Cliente 2809,105.2
1238011082531-01,2022-06-08,6,Cliente 2804,139.0
1238030267824-01,2022-06-08,6,Cliente 10072,143.5
1238030679464-01,2022-06-08,6,Cliente 10073,331.6
1238033355045-01,2022-06-08,6,Cliente 10074,220.7
1238040385899-01,2022-06-08,6,Cliente 10075,194.0
1238040722343-01,2022-06-08,6,Cliente 10075,194.0
1238041857949-01,2022-06-08,6,Cliente 10076,254.8
1238042371985-01,2022-06-08,6,Cliente 10077,318.5
1238043273727-01,2022-06-08,6,Cliente 10078,260.7
1238050416922-01,2022-06-08,6,Cliente 10079,109.8
1238050493479-01,2022-06-08,6,Cliente 10080,76.9
1238051147783-01,2022-06-08,6,Cliente 10081,76.9
1238051306107-01,2022-06-08,6,Cliente 10082,62.7
1238052097657-01,2022-06-08,6,Cliente 10083,54.9
1238052765340-01,2022-06-08,6,Cliente 10084,139.0
1238052992756-01,2022-06-08,6,Cliente 10085,439.2
1238053149745-01,2022-06-08,6,Cliente 10020,74.0
1238060347817-01,2022-06-08,6,Cliente 349,149.7
1238060922071-01,2022-06-08,6,Cliente 6342,148.23
1238062512805-01,2022-06-08,6,Cliente 10086,146.3
1238062921931-01,2022-06-08,6,Cliente 10087,189.6
1238071197959-01,2022-06-08,6,Cliente 10088,88.6
1238071915832-01,2022-06-08,6,Cliente 1134,123.8
1238072717806-01,2022-06-08,6,Cliente 9959,257.0
1238072786432-01,2022-06-08,6,Cliente 10089,195.8
1238072963075-01,2022-06-08,6,Cliente 1390,76.9
1238073028783-01,2022-06-08,6,Cliente 10090,318.0
1238080087334-01,2022-06-08,6,Cliente 10091,200.9
1238080162984-01,2022-06-08,6,Cliente 10092,50.0
1238080497811-01,2022-06-08,6,Cliente 1266,49.9
1238080645820-01,2022-06-08,6,Cliente 10093,347.4
1238080727697-01,2022-06-08,6,Cliente 10092,50.0
1238080984079-01,2022-06-08,6,Cliente 10092,50.0
1238081130905-01,2022-06-08,6,Cliente 8923,80.4
1238081257695-01,2022-06-08,6,Cliente 10094,49.9
1238081870741-01,2022-06-08,6,Cliente 10095,257.0
1238082068662-01,2022-06-08,6,Cliente 10096,93.5
1238082100581-01,2022-06-08,6,Cliente 10097,76.9
1238082288718-01,2022-06-08,6,Cliente 10098,127.64
1238082810833-01,2022-06-08,6,Cliente 10099,125.1
1238083078154-01,2022-06-08,6,Cliente 10100,92.0
1238083351280-01,2022-06-08,6,Cliente 1455,109.8
1238083555394-01,2022-06-08,6,Cliente 10101,220.7
1238090403528-01,2022-06-08,6,Cliente 10102,54.9
1238091547977-01,2022-06-08,6,Cliente 10103,146.0
1238091838362-01,2022-06-08,6,Cliente 10104,208.2
1238092425912-01,2022-06-08,6,Cliente 10105,65.8
1238093124835-01,2022-06-08,6,Cliente 2051,535.5
1238100118445-01,2022-06-08,6,Cliente 10106,74.0
1238100211452-01,2022-06-08,6,Cliente 10107,183.8
1237870977371-01,2022-06-07,6,Cliente 2496,74.0
1237871505594-01,2022-06-07,6,Cliente 7011,153.81
1237871623821-01,2022-06-07,6,Cliente 10108,139.0
1237871742573-01,2022-06-07,6,Cliente 10109,257.0
1237871795760-01,2022-06-07,6,Cliente 10110,54.9
1237872222516-01,2022-06-07,6,Cliente 10111,261.6
1237872248943-01,2022-06-07,6,Cliente 5186,120.9
1237872312285-01,2022-06-07,6,Cliente 10073,374.5
1237873043904-01,2022-06-07,6,Cliente 9370,74.0
1237873355978-01,2022-06-07,6,Cliente 6074,154.1
1237873479807-01,2022-06-07,6,Cliente 8769,150.7
1237880765363-01,2022-06-07,6,Cliente 7011,153.81
1237881332917-01,2022-06-07,6,Cliente 1063,205.9
1237881689008-01,2022-06-07,6,Cliente 10112,252.5
1237882143763-01,2022-06-07,6,Cliente 5134,62.7
1237882160114-01,2022-06-07,6,Cliente 7011,152.22
1237882547912-01,2022-06-07,6,Cliente 7011,152.22
1237882976922-01,2022-06-07,6,Cliente 10113,263.2
1237883221633-01,2022-06-07,6,Cliente 10114,109.8
1237890637956-01,2022-06-07,6,Cliente 10115,149.7
1237890700030-01,2022-06-07,6,Cliente 10116,441.4
1237891358223-01,2022-06-07,6,Cliente 10117,364.93
1237892140016-01,2022-06-07,6,Cliente 10118,54.9
1237892370099-01,2022-06-07,6,Cliente 10119,54.9
1237892412147-01,2022-06-07,6,Cliente 5819,98.6
1237900483825-01,2022-06-07,6,Cliente 10120,220.7
1237900491961-01,2022-06-07,6,Cliente 10121,219.6
1237900818696-01,2022-06-07,6,Cliente 10122,135.7
1237901177408-01,2022-06-07,6,Cliente 1346,31.2
1237901970286-01,2022-06-07,6,Cliente 10123,86.9
1237902427093-01,2022-06-07,6,Cliente 1335,217.66
1237902754048-01,2022-06-07,6,Cliente 10124,213.9
1237903511206-01,2022-06-07,6,Cliente 5025,139.0
1237910129281-01,2022-06-07,6,Cliente 10125,210.7
1237911331567-01,2022-06-07,6,Cliente 10126,269.5
1237911978333-01,2022-06-07,6,Cliente 5058,65.8
1237912045062-01,2022-06-07,6,Cliente 10127,220.7
1237913047007-01,2022-06-07,6,Cliente 1996,262.0
1237913091402-01,2022-06-07,6,Cliente 10128,146.0
1237913336635-01,2022-06-07,6,Cliente 10129,65.8
1237921311567-01,2022-06-07,6,Cliente 9112,106.7
1237921828069-01,2022-06-07,6,Cliente 4478,49.9
1237922909990-01,2022-06-07,6,Cliente 10130,66.6
1237923489005-01,2022-06-07,6,Cliente 10131,76.9
1237930109235-01,2022-06-07,6,Cliente 10132,65.8
1237930135290-01,2022-06-07,6,Cliente 10133,133.2
1237931858458-01,2022-06-07,6,Cliente 10134,379.1
1237952372793-01,2022-06-07,6,Cliente 10135,29.8
1237953330727-01,2022-06-07,6,Cliente 10136,148.0
1237982053310-01,2022-06-08,6,Cliente 6439,169.6
1238100684501-01,2022-06-08,6,Cliente 23,149.04
1238100865131-01,2022-06-08,6,Cliente 10137,146.0
1238101777138-01,2022-06-08,6,Cliente 10138,219.6
1238101901128-01,2022-06-08,6,Cliente 10103,146.0
1238102210571-01,2022-06-08,6,Cliente 10102,54.9
1238102797237-01,2022-06-08,6,Cliente 10139,243.9
1238103423293-01,2022-06-08,6,Cliente 10139,243.9
1238110071070-01,2022-06-08,6,Cliente 7360,109.8
1238110244733-01,2022-06-08,6,Cliente 10140,74.0
1238110352637-01,2022-06-08,6,Cliente 10141,76.9
1238110667890-01,2022-06-08,6,Cliente 1134,76.9
1238110671802-01,2022-06-08,6,Cliente 1933,221.7
1238111528222-01,2022-06-08,6,Cliente 10142,258.9
1238112263814-01,2022-06-08,6,Cliente 10143,277.85
1238112851205-01,2022-06-08,6,Cliente 10144,296.0
1238113196043-01,2022-06-08,6,Cliente 10145,220.7
1238120500762-01,2022-06-08,6,Cliente 10146,169.0
1238120544470-01,2022-06-08,6,Cliente 10147,121.7
1238121270939-01,2022-06-08,6,Cliente 10148,54.9
1238121347654-01,2022-06-08,6,Cliente 10149,222.1
1238121542214-01,2022-06-08,6,Cliente 10150,165.8
1238121577145-01,2022-06-08,6,Cliente 10151,51.8
1238121989486-01,2022-06-08,6,Cliente 9721,74.0
1238122057877-01,2022-06-08,6,Cliente 10152,197.64
1238122628872-01,2022-06-08,6,Cliente 9721,54.9
1238122821284-01,2022-06-08,6,Cliente 10153,185.6
1238150904741-01,2022-06-08,6,Cliente 10154,331.4
1238151095769-01,2022-06-08,6,Cliente 10155,7.8
1238151220992-01,2022-06-08,6,Cliente 10156,49.41
1238151820583-01,2022-06-08,6,Cliente 10157,157.0
1238152424120-01,2022-06-08,6,Cliente 10158,188.5
1238153519396-01,2022-06-08,6,Cliente 10159,133.6
1238160499481-01,2022-06-08,6,Cliente 10160,76.9
1238160502736-01,2022-06-08,6,Cliente 10161,216.5
1238160706721-01,2022-06-08,6,Cliente 10162,93.32
1238161437203-01,2022-06-08,6,Cliente 9162,109.8
1238161525112-01,2022-06-08,6,Cliente 300,158.13
1238162467425-01,2022-06-08,6,Cliente 10163,169.0
1238162521066-01,2022-06-08,6,Cliente 10164,62.7
1238163233148-01,2022-06-08,6,Cliente 10165,142.7
1238170115140-01,2022-06-08,6,Cliente 10166,189.0
1238172197198-01,2022-06-08,6,Cliente 10167,250.7
1238123350856-01,2022-06-08,6,Cliente 10168,176.8
1238130134990-01,2022-06-08,6,Cliente 10169,65.8
1238130690367-01,2022-06-08,6,Cliente 288,111.93
1238131002441-01,2022-06-08,6,Cliente 10170,74.4
1238131470566-01,2022-06-08,6,Cliente 10171,211.8
1238131549151-01,2022-06-08,6,Cliente 10172,194.5
1238132721851-01,2022-06-08,6,Cliente 10173,48.48
1238132735466-01,2022-06-08,6,Cliente 10174,73.6
1238133434116-01,2022-06-08,6,Cliente 10169,65.8
1238140320125-01,2022-06-08,6,Cliente 2120,104.8
1238140882843-01,2022-06-08,6,Cliente 10175,164.7
1238172331982-01,2022-06-08,6,Cliente 10176,146.8
1238172612713-01,2022-06-08,6,Cliente 10177,161.6
1238172993336-01,2022-06-08,6,Cliente 10178,109.8
1238173424239-01,2022-06-08,6,Cliente 10179,111.8
1238181749827-01,2022-06-08,6,Cliente 2158,187.9
1238182225855-01,2022-06-08,6,Cliente 10180,70.5
1238182456920-01,2022-06-08,6,Cliente 10181,53.57
1238182794705-01,2022-06-08,6,Cliente 10182,137.8
1238183577620-01,2022-06-08,6,Cliente 10183,257.0
1238191788232-01,2022-06-09,6,Cliente 10184,139.0
1238200466582-01,2022-06-09,6,Cliente 10185,147.4
1238202531848-01,2022-06-09,6,Cliente 10186,70.5
1238212076066-01,2022-06-09,6,Cliente 10187,85.5
1238251270034-01,2022-06-09,6,Cliente 10188,33.4
1238261746832-01,2022-06-09,6,Cliente 10189,76.9
1238262771338-01,2022-06-09,6,Cliente 10190,258.9
1238271424558-01,2022-06-09,6,Cliente 10191,122.3
1238271544937-01,2022-06-09,6,Cliente 10192,76.9
1238280435421-01,2022-06-09,6,Cliente 10193,54.9
1238280658468-01,2022-06-09,6,Cliente 10194,76.9
1238280839230-01,2022-06-09,6,Cliente 10195,33.55
1238281522791-01,2022-06-09,6,Cliente 7672,54.9
1238281771225-01,2022-06-09,6,Cliente 10196,292.0
1238282508375-01,2022-06-09,6,Cliente 10197,135.7
1238283319827-01,2022-06-09,6,Cliente 10198,507.3
1238283501168-01,2022-06-09,6,Cliente 10199,258.9
1238283541739-01,2022-06-09,6,Cliente 10200,146.8
1238141057677-01,2022-06-08,6,Cliente 1619,74.4
1238141220832-01,2022-06-08,6,Cliente 10171,229.8
1238141478682-01,2022-06-08,6,Cliente 10201,65.8
1238141715169-01,2022-06-08,6,Cliente 10202,77.95
1238141976801-01,2022-06-08,6,Cliente 10203,230.7
1238142291192-01,2022-06-08,6,Cliente 10204,76.9
1238142893905-01,2022-06-08,6,Cliente 2231,219.6
1238143036324-01,2022-06-08,6,Cliente 3748,197.4
1238143038768-01,2022-06-08,6,Cliente 10205,54.9
1238143225643-01,2022-06-08,6,Cliente 10206,275.0
1238290070901-01,2022-06-09,6,Cliente 1025,141.68
1238291126238-01,2022-06-09,6,Cliente 1809,385.78
1238143333802-01,2022-06-08,6,Cliente 10207,125.1
1238291355736-01,2022-06-09,6,Cliente 10208,123.8
1238291429055-01,2022-06-09,6,Cliente 10196,292.0
1238293246194-01,2022-06-09,6,Cliente 10209,308.6
1238150434936-01,2022-06-08,6,Cliente 10210,292.0
1238293377049-01,2022-06-09,6,Cliente 3139,255.9
1238300045324-01,2022-06-09,6,Cliente 10211,131.8
1238150519268-01,2022-06-08,6,Cliente 10212,154.2
1238350097596-01,2022-06-09,6,Cliente 10213,170.9
1238350305997-01,2022-06-09,6,Cliente 9102,139.0
1238350413009-01,2022-06-09,6,Cliente 10214,164.02
1238350495134-01,2022-06-09,6,Cliente 7493,189.5
1238350741044-01,2022-06-09,6,Cliente 10215,80.8
1238351831886-01,2022-06-09,6,Cliente 10216,21.43
1238352003248-01,2022-06-09,6,Cliente 8092,316.5
1238300070311-01,2022-06-09,6,Cliente 10217,207.0
1238300261493-01,2022-06-09,6,Cliente 10218,207.0
1238300364819-01,2022-06-09,6,Cliente 10219,325.5
1238300376898-01,2022-06-09,6,Cliente 10220,258.9
1238300437329-01,2022-06-09,6,Cliente 10221,203.8
1238301279161-01,2022-06-09,6,Cliente 10222,113.7
1238301287509-01,2022-06-09,6,Cliente 10223,129.7
1238302346110-01,2022-06-09,6,Cliente 10224,149.7
1238352570486-01,2022-06-09,6,Cliente 10225,31.2
1238302811466-01,2022-06-09,6,Cliente 10220,258.9
1238352942345-01,2022-06-09,6,Cliente 10226,204.6
1238303021376-01,2022-06-09,6,Cliente 10227,139.0
1238303284566-01,2022-06-09,6,Cliente 10228,275.0
1238353447978-01,2022-06-09,6,Cliente 10229,274.5
1238303430143-01,2022-06-09,6,Cliente 10230,169.0
1238360034086-01,2022-06-09,6,Cliente 1336,109.8
1238310023720-01,2022-06-09,6,Cliente 10231,65.8
1238360105138-01,2022-06-09,6,Cliente 10232,131.8
1238310392055-01,2022-06-09,6,Cliente 10233,72.9
1238311674667-01,2022-06-09,6,Cliente 10234,258.01
1238360994434-01,2022-06-09,6,Cliente 10235,196.8
1238311725971-01,2022-06-09,6,Cliente 10236,41.4
1238312064491-01,2022-06-09,6,Cliente 9600,109.8
1238312759683-01,2022-06-09,6,Cliente 10237,65.8
1238312989979-01,2022-06-09,6,Cliente 10238,93.32
1238313373824-01,2022-06-09,6,Cliente 10239,197.64
1238320425706-01,2022-06-09,6,Cliente 10240,92.0
1238320451854-01,2022-06-09,6,Cliente 10241,198.1
1238320847652-01,2022-06-09,6,Cliente 10242,156.95
1238320971555-01,2022-06-09,6,Cliente 10243,207.0
1238320974279-01,2022-06-09,6,Cliente 314,143.73
1238321669566-01,2022-06-09,6,Cliente 10244,127.8
1238321705155-01,2022-06-09,6,Cliente 815,250.2
1238322099452-01,2022-06-09,6,Cliente 10245,291.33
1238323338179-01,2022-06-09,6,Cliente 10246,139.0
1238330022003-01,2022-06-09,6,Cliente 10247,23.4
1238330416835-01,2022-06-09,6,Cliente 10248,74.0
1238330986468-01,2022-06-09,6,Cliente 10249,159.7
1238332291094-01,2022-06-09,6,Cliente 10250,241.5
1238332612753-01,2022-06-09,6,Cliente 10251,109.8
1238332676572-01,2022-06-09,6,Cliente 10252,229.2
1238332874822-01,2022-06-09,6,Cliente 10253,756.0
1238332956084-01,2022-06-09,6,Cliente 10254,101.8
1238333431021-01,2022-06-09,6,Cliente 5168,220.7
1238340111722-01,2022-06-09,6,Cliente 10255,108.1
1238341457984-01,2022-06-09,6,Cliente 10256,145.3
1238341715898-01,2022-06-09,6,Cliente 10216,21.43
1238341758707-01,2022-06-09,6,Cliente 10257,83.8
1238342074974-01,2022-06-09,6,Cliente 10258,131.8
1238342323560-01,2022-06-09,6,Cliente 10259,182.4
1238342444416-01,2022-06-09,6,Cliente 10260,76.9
1238342515236-01,2022-06-09,6,Cliente 10261,127.8
1238343103896-01,2022-06-09,6,Cliente 10262,213.8
1238343134806-01,2022-06-09,6,Cliente 10263,272.27
1238343410748-01,2022-06-09,6,Cliente 10094,49.9
1238343514903-01,2022-06-09,6,Cliente 10264,220.7
1238361087937-01,2022-06-09,6,Cliente 10265,86.9
1238361287435-01,2022-06-09,6,Cliente 10266,210.0
1238361452434-01,2022-06-09,6,Cliente 10267,164.7
1238361637607-01,2022-06-09,6,Cliente 10268,143.9
1238362334515-01,2022-06-09,6,Cliente 10269,234.0
1238362491197-01,2022-06-09,6,Cliente 10270,368.3
1238362498507-01,2022-06-09,6,Cliente 10196,292.0
1238363581155-01,2022-06-09,6,Cliente 10271,76.9
1238370662003-01,2022-06-09,6,Cliente 10272,94.9
1238371574666-01,2022-06-09,6,Cliente 5062,74.0
1238372634814-01,2022-06-09,6,Cliente 10273,171.8
1238380242688-01,2022-06-09,6,Cliente 10274,98.7
1238380455709-01,2022-06-09,6,Cliente 10275,88.3
1238380954769-01,2022-06-09,6,Cliente 8866,96.4
1238382839527-01,2022-06-09,6,Cliente 10276,166.7
1238382886806-01,2022-06-09,6,Cliente 10277,143.2
1238383222659-01,2022-06-09,6,Cliente 10278,74.0
1238390075115-01,2022-06-09,6,Cliente 10279,331.6
1238391439648-01,2022-06-09,6,Cliente 4937,119.91
1238392051823-01,2022-06-09,6,Cliente 8928,131.6
1238392316253-01,2022-06-09,6,Cliente 10280,88.3
1238400212509-01,2022-06-09,6,Cliente 10281,117.6
1238402127595-01,2022-06-09,6,Cliente 4937,54.9
1238402237936-01,2022-06-09,6,Cliente 10282,91.7
1238402678533-01,2022-06-09,6,Cliente 4937,164.7
1238402884911-01,2022-06-09,6,Cliente 10283,84.7
1238403505501-01,2022-06-09,6,Cliente 10284,117.4
1238410039923-01,2022-06-09,6,Cliente 1134,76.9
1238412501691-01,2022-06-09,6,Cliente 6463,219.6
1238421978800-01,2022-06-09,6,Cliente 10285,208.4
1238423409328-01,2022-06-09,6,Cliente 10286,221.6
1238430772283-01,2022-06-10,6,Cliente 10287,123.8
1238431475455-01,2022-06-10,6,Cliente 5091,87.14
1238433321910-01,2022-06-09,6,Cliente 10288,149.7
1238441023469-01,2022-06-10,6,Cliente 10289,262.0
1238441192533-01,2022-06-10,6,Cliente 10290,72.1
1238441343889-01,2022-06-10,6,Cliente 10291,109.8
1238570344981-01,2022-06-10,6,Cliente 10292,697.0
1238442826262-01,2022-06-10,6,Cliente 10293,58.8
1238570348814-01,2022-06-10,6,Cliente 10294,237.8
1238472115072-01,2022-06-10,6,Cliente 10295,305.36
1238570557243-01,2022-06-10,6,Cliente 10296,54.9
1238571497381-01,2022-06-10,6,Cliente 10297,83.8
1238493105983-01,2022-06-10,6,Cliente 10298,189.0
1238571555265-01,2022-06-10,6,Cliente 10299,82.9
1238501579144-01,2022-06-10,6,Cliente 10300,204.6
1238571716551-01,2022-06-10,6,Cliente 10301,65.8
1238572058196-01,2022-06-10,6,Cliente 10302,702.3
1238572812237-01,2022-06-10,6,Cliente 10303,194.8
1238573109234-01,2022-06-10,6,Cliente 10304,76.9
1238511405455-01,2022-06-10,6,Cliente 10305,257.0
1238573413506-01,2022-06-10,6,Cliente 1997,663.2
1238522753151-01,2022-06-10,6,Cliente 10306,182.6
1238581592905-01,2022-06-10,6,Cliente 10307,782.0
1238581900479-01,2022-06-10,6,Cliente 7082,54.9
1238530415400-01,2022-06-10,6,Cliente 10308,459.8
1238582087922-01,2022-06-10,6,Cliente 10309,382.1
1238530422305-01,2022-06-10,6,Cliente 10310,75.05
1238582641350-01,2022-06-10,6,Cliente 5178,109.8
1238582710852-01,2022-06-10,6,Cliente 10307,730.0
1238530468633-01,2022-06-10,6,Cliente 10311,125.8
1238582878423-01,2022-06-10,6,Cliente 10312,321.6
1238531646975-01,2022-06-10,6,Cliente 46,139.0
1238583186897-01,2022-06-10,6,Cliente 10313,100.3
1238590586262-01,2022-06-10,6,Cliente 10314,66.6
1238532867544-01,2022-06-10,6,Cliente 10315,258.9
1238590790725-01,2022-06-10,6,Cliente 10316,214.0
1238533384049-01,2022-06-10,6,Cliente 2786,293.94
1238591172823-01,2022-06-10,6,Cliente 10316,220.8
1238533399535-01,2022-06-10,6,Cliente 10317,147.68
1238591307229-01,2022-06-10,6,Cliente 10318,220.7
1238592001485-01,2022-06-10,6,Cliente 10319,157.0
1238533423616-01,2022-06-10,6,Cliente 10320,65.8
1238592294415-01,2022-06-10,6,Cliente 10321,65.8
1238533580138-01,2022-06-10,6,Cliente 10322,173.9
1238593064393-01,2022-06-10,6,Cliente 10323,150.4
1238540007617-01,2022-06-10,6,Cliente 10324,65.8
1238593219408-01,2022-06-10,6,Cliente 7190,74.0
1238600296066-01,2022-06-10,6,Cliente 10325,109.8
1238540518927-01,2022-06-10,6,Cliente 10326,109.8
1238540678697-01,2022-06-10,6,Cliente 10327,156.3
1238540789410-01,2022-06-10,6,Cliente 10328,124.25
1238600422096-01,2022-06-10,6,Cliente 10329,65.8
1238540975047-01,2022-06-10,6,Cliente 9561,76.9
1238600662102-01,2022-06-10,6,Cliente 10329,65.8
1238542522213-01,2022-06-10,6,Cliente 10330,125.8
1238600662944-01,2022-06-10,6,Cliente 10331,237.6
1238542604770-01,2022-06-10,6,Cliente 10332,189.0
1238600842611-01,2022-06-10,6,Cliente 10329,65.8
1238542744252-01,2022-06-10,6,Cliente 10333,157.0
1238601041795-01,2022-06-10,6,Cliente 10329,65.8
1238601280623-01,2022-06-10,6,Cliente 10329,65.8
1238543375478-01,2022-06-10,6,Cliente 10334,275.0
1238601364669-01,2022-06-10,6,Cliente 10335,232.73
1238550646518-01,2022-06-10,6,Cliente 10336,269.8
1238551402597-01,2022-06-10,6,Cliente 10337,104.8
1238602932406-01,2022-06-10,6,Cliente 10338,213.8
1238551426911-01,2022-06-10,6,Cliente 10302,738.0
1238603059747-01,2022-06-10,6,Cliente 10339,149.8
1238551590720-01,2022-06-10,6,Cliente 10340,215.4
1238603166025-01,2022-06-10,6,Cliente 10329,65.8
1238603424160-01,2022-06-10,6,Cliente 10329,65.8
1238551658176-01,2022-06-10,6,Cliente 10341,94.9
1238611353701-01,2022-06-10,6,Cliente 8598,96.3
1238552412676-01,2022-06-10,6,Cliente 10342,125.8
1238611962607-01,2022-06-10,6,Cliente 2474,331.4
1238552453270-01,2022-06-10,6,Cliente 7665,56.9
1238612107651-01,2022-06-10,6,Cliente 10329,65.8
1238613546039-01,2022-06-10,6,Cliente 10343,109.8
1238552803321-01,2022-06-10,6,Cliente 10344,153.5
1238620209354-01,2022-06-10,6,Cliente 10345,76.9
1238552885108-01,2022-06-10,6,Cliente 10346,143.8
1238621024058-01,2022-06-10,6,Cliente 10347,149.9
1238622131700-01,2022-06-10,6,Cliente 8920,72.9
1238553151242-01,2022-06-10,6,Cliente 10348,219.6
1238622885707-01,2022-06-10,6,Cliente 10349,164.7
1238553158615-01,2022-06-10,6,Cliente 10350,359.76
1238623231006-01,2022-06-10,6,Cliente 10351,100.3
1238553205512-01,2022-06-10,6,Cliente 10352,131.8
1238630568020-01,2022-06-10,6,Cliente 10353,230.6
1238631001644-01,2022-06-10,6,Cliente 10302,730.0
1238560784693-01,2022-06-10,6,Cliente 10354,187.6
1238631305037-01,2022-06-10,6,Cliente 10355,150.9
1238561223321-01,2022-06-10,6,Cliente 10356,197.4
1238640061081-01,2022-06-10,6,Cliente 10357,319.8
1238562037149-01,2022-06-10,6,Cliente 10358,59.6
1238562321107-01,2022-06-10,6,Cliente 10359,164.7
1238562450345-01,2022-06-10,6,Cliente 10360,109.8
1238562469543-01,2022-06-10,6,Cliente 8501,354.5
1238562660184-01,2022-06-10,6,Cliente 10361,74.0
1238563001395-01,2022-06-10,6,Cliente 10362,155.8
1238563107363-01,2022-06-10,6,Cliente 10363,80.0
1238563276133-01,2022-06-10,6,Cliente 10364,183.9
1238563389306-01,2022-06-10,6,Cliente 10365,551.0
1238563579546-01,2022-06-10,6,Cliente 10366,182.7
1238563585405-01,2022-06-10,6,Cliente 10367,94.9
1238563591872-01,2022-06-10,6,Cliente 10200,230.85
1219860203436-01,2022-03-24,3,Cliente 10368,439.0
1219860708829-01,2022-03-24,3,Cliente 10369,110.58
1219861104307-01,2022-03-24,3,Cliente 10370,54.9
1219861486406-01,2022-03-24,3,Cliente 5789,159.48
1219862069566-01,2022-03-24,3,Cliente 10371,219.8
1219863291750-01,2022-03-24,3,Cliente 10372,117.7
1219863448650-01,2022-03-24,3,Cliente 10373,109.8
1219870309189-01,2022-03-24,3,Cliente 10374,439.0
1219870402836-01,2022-03-24,3,Cliente 10375,54.9
1219871288543-01,2022-03-24,3,Cliente 9621,290.0
1219871856952-01,2022-03-24,3,Cliente 10376,462.2
1219872149685-01,2022-03-24,3,Cliente 10377,119.9
1219873194423-01,2022-03-24,3,Cliente 10378,290.0
1219873257515-01,2022-03-24,3,Cliente 10379,276.5
1219873292858-01,2022-03-24,3,Cliente 1350,151.0
1219880061352-01,2022-03-24,3,Cliente 10380,220.7
